Shin Chan,Anime,2,52,"Laugh to hide your tears... He's rude. He's crass. He's unbelievably obnoxious and he likes showing his @$$. He's Shin, and he's the star of this train wreck."
Shomin Sample,Anime~Anime - Comedy,1,12,"Kimito Kagurazaka is a extraordinarily average. That is, until one day he's abducted by a mysterious organization and forced to enroll a super secret, super elite academy for the richest, classiest, elitest of the elite young ladies."
Shopping King Louie,Korean Drama,1,16,"A life of privilege can be a lonely one. Kang Ji Sung (Seo In Guk) is the only chaebol heir to his grandmother's conglomerate after his parents died in a tragic accident when he was a child. Raised by his overprotective grandmother, he lived as ""Louie"" in France, sheltered from life with no real friends. Louie tries to fill his emotional void by traveling all over the world and spending money without any care as to what he is buying. When Louie returns to Korea to the bustling city of Seoul, he gets into an accident and loses his memory, leaving him with no knowledge of who he is or where he lives! But Louie meets Go Bok Sil (Nam Ji Hyun), a sweet young woman who came to the city from a rura"
A Shot at Glory,Documentaries,1,10,"Every Journey Has a Story. Kate Ziegler swam over 200,000 miles to get there. Tyson Gay ran over 25,000 miles to get there.  Donald Robinson broke more bones than he can remember to get there.  For America's hopefuls the trip to Beijing began long before this summer. Every night for two weeks leading up to the opening ceremonies, MOJO in conjunction with USA TODAY profiles Team USA's medal hopefuls."
Showtime at the Apollo,Comedy~Stand Up Comedy,1,2,"Emmy Award-winning personality Steve Harvey hosts this two-hour event and reimagining of the classic talent showcase series, in which Harvey will celebrate his return to the famed theater, where he launched his own career, and where he’ll be joined by some of the biggest stars in comedy and music."
SHOWTIME Free Episodes,Drama,2,11,"Sample the best of SHOWTIME! For a limited time, watch FREE full episodes of the hit original series that everyone is talking about. Add SHOWTIME to a Hulu subscription to get full access to commercial free premium entertainment!"
Shuffle,Anime~Anime - Supernatural and Horror,1,48,"Ten years ago, the gateway to the Realm of the Gods and the Realm of the Demons was opened. Soon afterwards, the gods and the demons began migrating to our world."
Shut Eye,Drama,1,10,"SHUT EYE takes a darkly comedic look at the world of Los Angeles storefront psychics and the organized crime syndicate that runs them.  Former magician Charlie Haverford (Jeffrey Donovan) oversees a number of fortune telling parlors on behalf of his violent and domineering Romani kingpin boss, until a blow to the head jars him into a new mindset, making him question everything he has ever believed."
Siblings,Comedy~Sitcoms,2,12,Siblings living together and the various crazy situations that ensue when they interact with other people.
The Sidecar,Comedy,1,1,"Welcome to the Sidecar, a bar for sidekicks, and only sidekicks. "
Side Effects (TV),Drama,1,4,"Side Effects, a musical dramedy, centered around a teenage girl who has musical hallucinations, while trying to escape the harsh reality of being a teenager."
Silk,Drama~Crime and Courtroom Drama,3,18,"Martha Costello is a brilliant, passionate defense barrister with a reputation for defending the poor and downtrodden. She is about to embark on the next step of her career and apply for the highly prestigious Queen's Counsel."
Silk Stalkings,Drama~Crime and Courtroom Drama,8,176,"Two Palm Beach homicide detectives investigate crimes they call ""silk stalkings,"" murders that expose the seamy--and steamy--side of high society. The investigations frequently involve going undercover to expose macho men or their beautiful women companions, who tend to lounge about in swimwear or lingerie. During the first season, the detectives face ghosts from their pasts and push the envelope of their job descriptions, all the while swapping sexual innuendos and dating other people with disappointing results. "
Simon & Simon,Action and Adventure~80s Action,3,56,"""Gerald McRaney and Jameson Parker star in this popular action series about two brothers, one clean-cut and ambitious, the other scruffy and eccentric, who together partner in a struggling detective agency in San Diego, CA. In constant competition with larger agencies, they are forced to take on the most difficult and dangerous cases ranging from the steamy intrigue of high society to the dirty corruption of Mexican border towns. Well-written and well-acted, Simon & Simon remains one of the most beloved detective series of its era. """
The Simpsons,Animation and Cartoons~Primetime Animation,1,14,"This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbor, Ned Flanders, family physician Dr. Hibbert, Moe the bartender and police chief Clancy Wiggum."
Sing-A-Long with Mitten the Kitten,Family,1,2,"Meet the friendly new star of BabyFirst, Mitten the Kitten! Join her as little ones dance and sing along with her to classic nursery rhymes and original songs, too. It’s time to tap your toes and bounce to the beat as Mitten and her friends fill your day with music and fun."
Sister Wives,Reality and Game Shows,6,69,"Meet the Browns, a typical big American family except for the fact that the father, Kody, is a polygamist with four wives. Get an inside look at this unconventional family as they experience the ups and downs of living a polygamist lifestyle."
Skin Wars,Reality and Game Shows~Competition,3,29,"Rebecca Romijn hosts television’s first-ever body painting competition show, which seeks to find the most skillful, accomplished and versatile body painter in America. The body artists will compete in elaborate body painting challenges to avoid elimination and win over the approval of judges, including legendary entertainer RuPaul Charles and body painting icons Craig Tracy and Robin Slonina."
Skin Wars: Fresh Paint,Reality and Game Shows~Competition,1,9,"Six artists specializing in other areas, including food art and illustration, compete in body painting for the first time; with the help of their Skin Wars mentors they must paint clothes on their naked models and win the approval of judges, including Emma Cammack and Mat Gleason. Hosted by RuPaul Charles."
Sky Wizards Academy,Anime~Anime - Action Adventure,1,12,"Once known as the ""Black Master Swordsman,"" Kanata Age is now considered a traitor and is assigned to lead an F-class of mismatched mages. It's too bad his three new students think he's a pervert."
The Slap (AU),Drama,1,8,"The Slap is a bold, provocative television drama series that forensically examines the mores and morality of contemporary middleclass life. Based on Christos Tsiolkas’ best selling novel, The Slap traces the shattering repercussions of a single event upon a group of family and friends."
Slayers,Anime~Anime - Fantasy,1,26,"In a land of fantasy and fairytale, magic rules and one can prosper by the point of a sword. But somewhere between the realms of good and evil, a band of misfits stumble upon an artifact which could prove the undoing of all…"
Sleeper Cell,Drama~Crime and Courtroom Drama,2,18,"A riveting one-hour drama series about a federal agent (Michael Ealy) who goes deep undercover inside a group of Islamic terrorists in Los Angeles, led by a True believer for whom any act of violence is moral if it serves his cause."
Sleepy Hollow,Drama,4,57,"In this modern-day twist on Washington Irving's classic, ICHABOD CRANE is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers."
Sliders,Action and Adventure,3,46,"A scientist and a grad student travel to parallel universes through wormholes.
"
Small Business Revolution - Main Street,Lifestyle,1,8,"Small towns across the country are fighting for their survival with the odds stacked against them. But what happens if we join that fight – if we dedicate a little money, a lot of experience, and thousands of hours of work into one small town, focusing on the businesses at the heart of their Main Street? Nearly ten thousand people wrote in to tell us about their favorite community, and the country voted for one winner. Now, marketing expert Amanda Brinkman and her team at Deluxe are going to work for the people of Wabash, Indiana, and they’ve brought along entrepreneur Robert Herjavec to help revitalize the town. Every episode, we're working with a new small business to find out if we ca"
Smallville,Action and Adventure,10,218,"After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past."
SmoothVOD X360 Initialize,Action and Adventure,1,1,SmoothVOD X360 Codec Initialization (DO NOT DELETE)
Snake City,Lifestyle~Travel,1,3,"Documenting the antics of venomous snake handlers, Simon Keys and Siouxsie Gillett."
Snow White With the Red Hair,Anime~Anime - Action Adventure,2,24,"Shirayuki is a headstrong young pharmacist with a shock of beautiful apple-red hair. When her mane gets her noticed by a prince who demands she be his concubine, she runs away to a neighboring kingdom, where she befriends a handsome stranger."
So I Can't Play H,Anime~Anime - Supernatural and Horror,1,12,"The pleasures of this world are varied and often come with a price, which is something Ryosuke Kaga learns far too late. After foolishly agreeing to share his ""essence"" with a dying woman, Ryosuke realizes that he has made a pact with Lisara Restole, the Goddess of Death. Once fulfilled, Ryosuke will be free from her clutches and regaining his ability to enjoy the more licentious parts of life. It’s going to be anything but easy to go back to being sleazy in So, I Can’t Play H!"
Some Girls (TV),Comedy,3,18,"We join four girls on their bumpy journey through adolescence, taking in boys, sex, cliques, teachers, heartbreak, fun and even some football along the way."
Songs & Rhymes,Family,3,15,"Fun clips of popular children's songs from around the world, sung by toddlers."
Sonic Boom,Animation and Cartoons,1,26,"It’s a Sonic you haven’t seen before — an ensemble comedy that pokes fun at action-adventure storytelling, but still manages to deliver plenty of adrenaline. Think malfunctioning giant tech-monsters, bizarre inventions, evil interns, and ridiculous conversations at high speeds. Our blue dude is the star of the show. But wherever he goes and whatever he’s up against, Sonic is aided by his sidekick, Tails, and his friends Knuckles, Amy, and Sticks and, of course, attacked by his arch nemesis, Dr. Eggman. The series is set in a wide-open world, where most of the characters live in and around an unnamed village. Just over the horizon is a vast landscape filled with beaches, jungles, moun"
Sonic Boom en Español,Animation and Cartoons,1,26,"Es un Sonic que nunca has visto, una comedia que se burla del género de acción y aventuras, pero aún así está llena de adrenalina, con monstruos mecánicos gigantes que fallan, inventos estrafalarios, pasantes malvados y conversaciones ridículas a alta velocidad. Nuestro erizo azul es la estrella, pero acompañado por su asistente, Tails y sus amigos Knuckles, Amy, y Sticks, y por supuesto, atacado por su archienemigo el Dr. Eggman. La serie se ubica en un mundo abierto, donde  la mayoría de los personajes vive enuna aldea, y el horizonte está lleno de serlvas, montañas, civilizacions submarinas, ciudades en las nubes, y toda clase de ambientes. Sonic dejará un rastro de polvo en l"
Sonic X,Anime,3,156,"During a mission on Mobius to rescue Cream the Rabbit and Cheese the Chao from Dr. Eggman's headquarters, Sonic and his friends are caught in an explosion that transports them to another dimension occupied by humans."
Son of Zorn,Comedy~Sitcoms,1,13,"After being away for a decade, an animated warrior struggles with the banality of suburban life."
Sons of Anarchy,Action and Adventure,7,92,"Sons of Anarchy is an adrenalized drama with darkly comedic undertones about a notorious outlaw motorcycle club intent on protecting their sheltered small town against encroaching drug dealers, corporate developers and overzealous law officers. The club is equally determined to protect their ruthless and illegally thriving arms business. Charlie Hunnam stars as Jackson 'Jax' Teller, a man whose love for the brotherhood is tested by his growing apprehension for its lawlessness. Katey Sagal stars as Gemma Teller Morrow, Jax's force-of-nature mother, who along with Ron Perlman as Clarance 'Clay' Morrow, Jax's stepfather and MC president, have their own darker vision for the club. An FX Networks"
Soul Eater,Anime,1,51,"Maka's a Meister and Soul is her Weapon. When they battle the forces of evil - they're a freakin' lethal team. That's when Soul transforms - literally - into a razor-sharp scythe. That's when Maka unleashes the slayer within, wielding her partner against witches, werewolves, and zombies that feed on innocent souls."
Soul Eater Not!,Anime~Anime - Action Adventure,1,12,Meet the new class at Death Weapon Meister Academy! Tsugumi and her friends make up the NOT class at this school for weapons and Meisters. Soul Eater fans will be psyched to meet these new characters – and catch up with all their old favorites!
Sound Advice,Comedy~Late Night Comedy,1,3,"Janessa Slater (Saturday Night Live's Vanessa Bayer) is a media coach who is here to help your favorite artists fix their image, one joke at a time."
Soundbreaking: Stories from the Cutting Edge of Recorded Music,Documentaries,1,8,The producer’s role can vary from Sir George Martin’s inspired guidance of the Beatles to Phil Spector's dictatorial insistence on his signature sound; from Rick Rubin’s gentle coaxing that brought Johnny Cash back to greatness to the fierce creative independence of artist-producers like Joni Mitchell and Prince.
Southland,Drama,5,43,"From John Wells, the Emmy-winning producer of ER and The West Wing, comes SOUTHLAND - a raw and authentic look into a Los Angeles police unit. From the beaches of Malibu to the streets of East L.A., this fast-moving drama with an outstanding ensemble cast takes viewers inside the lives of cops, criminals, victims and their families."
South Park,Animation and Cartoons~Primetime Animation,20,274,"Underpants-stealing gnomes, a talking Christmas poo, metrosexual Crab People…Every episode of this critically-acclaimed and award-winning show is packed with unforgettable adventures, cutting satire, and hilarious absurdity – from pissed off celebrities to talking towels to crime-fighting kids. So join Kyle, Stan, Kenny and Cartman for the all the dysfunction and all the excitement. For them, it's just a part of growing up in South Park!"
South Park en Español,Action and Adventure,19,264,"Serie animada creada por Trey Parker y Matt Stone. Satiriza con humor negro la sociedad, actualidad y cultura estadounidense a través de historias y situaciones surrealistas que les suceden a sus protagonistas, 4 niños."
Space 1999,International~British,2,48,"""Moonbase Alpha ... Massive Nuclear Explosion ... Moon torn out of Earth orbit ... Hurled into Outer Space ... Red Alert!"" Space 1999 is a science fiction television masterpiece. In the first episode of the series the adventure begins when Moon Base Alpha is blasted into the farthest reaches of uncharted space by a cataclysmic nuclear accident. It hurtles the moon and all of its inhabitants into a time-warp light years away from Earth. Commander John Koenig, played by Emmy Award winner Martin Landau, and his crew encounter alien races and face dangers previously unknown to man as they try desperately to navigate time and space to find their way home. In the second half of the series Commande"
Space Brothers,Anime~Anime - Drama,1,75,"After getting fired and barred from his previous profession, Mutta is forced to move back in with his parents. Meanwhile, the career of his kid brother Hibito is taking off as he trains to become an astronaut just like Mutta wanted to. But when Mutta receives an offer to train as an astronaut at JAXA, it seems like he might finally be getting the chance to live his dreams."
Spaced,Comedy~British Comedy,2,14,"Spaced is the story of enthusiastic but directionless Daisy Steiner (played by Jessica Hynes) and wired urban surfer Tim Bisley (Simon Pegg), two twenty-somethings who lie about being a 'professional married couple' in order to get tenancy of a London flat.  A grunge sitcom for a slacker twenty-something generation."
Space Dandy,Anime~Anime - Science Fiction,1,26,"Space Dandy is pompadour sporting adventurer who travels the galaxy in search of undiscovered aliens. Each new species earns Dandy a hefty reward, but he'd better be quick on his feet because it's first come – first served!"
Special A,Anime,1,24,"Hikari Hanazono was the best at everything, so when she challenged Kei Takishima to a wrestling match, she naturally assumed she would win. She lost; he won; and the natural order was disrupted.  Ever since, Hikari’s entire life has been structured around beating Kei at SOMETHING. Try as she might, Hikari always comes up short."
Speechless,Comedy~Sitcoms,1,16,"Maya DiMeo is a mom on a mission who will do anything for her husband, Jimmy, and kids Ray, Dylan, and JJ, her eldest son with special needs."
Speed Racer,Animation and Cartoons~Saturday Morning Cartoons,1,52,"An 18-year-old driver competes on the international racing circuit with the help of his friends, family and his father's high-tech race-car."
Spice and Wolf,Anime,1,13,"A traveling merchant, finds a girl with the ears and tail of a wolf asleep in his cart. She is Holo, a harvest goddess with an untamed beast lurking inside. Armed with his street smarts and her animal instincts, they will journey through the countryside."
Spider-Man Unlimited,Animation and Cartoons~Saturday Morning Cartoons,1,13,"While covering the launch of John Jameson's one man mission to Counter-Earth, Spider-Man attempts to stop symbiote adversaries Venom and Carnage from boarding a shuttlecraft and fails in front of millions of people watching the event. Blamed for the failed launch and disappearance of Jameson, Spider-Man becomes a target of persecution by the media and public. Believed to be dead after saving a life in a fire, Peter Parker uses this shroud to embark on a mission to retrieve John Jameson on Counter-Earth! Strap in to your seats and experience Spider-Man Unlimited!"
Spiral,Drama~Crime and Courtroom Drama,5,52,"The critically-acclaimed French ""Spiral"" has become such a worldwide sensation, it's been broadcast in more than 70 countries. Every season plunges into the tortured world of prostitutes, drug dealers and serial killers. Intentionally monochromatic photography, starkly filmed decomposing corpses, autopsies and intense interrogations set the tone for this hard-hitting, realistic cop show.  It's a police thriller that reveals society's ever changing codes of law: a dark series with constant and increasing tension. "
Sports Night,Comedy,2,45,"Aaron Sorkin's critically acclaimed series follows the offbeat cast and crew of a sports news show as they deal with professional, personal and ethical challenges while functioning in a pressure-cooker work environment."
Spy,Comedy~British Comedy,2,17,"Spy is more than a comedy about a nice guy playing at being a spy.  It is about a man’s gradual struggle to rebuild his self-esteem and win the love and respect of his son, and perhaps find romantic love again in the form of fellow agent, Caitlin."
Squidbillies,Animation and Cartoons,9,95,"Get ready for the American rural experience portrayed with the kind of brutal honesty and integrity that only animated squids can deliver.  Come, join Early Cuyler and the rest of his hillbilly squid family in the north Georgia mountains… just be sure to stay off his property!"
Stacked,Comedy~Sitcoms,2,18,Free-spirited and beautiful Skyler Dayton takes a job at a small bookstore in hopes of finding stability in her wild life.
Standoff,Action and Adventure,1,18,"There's no crisis situation they can't handle - unless it involves each other. Matt Flannery (Ron Livingston) and Emily Lehman (Rosemarie DeWitt) are the top-ranked negotiators in the FBI's Crisis Negotiation Unit (CNU). They're trained to talk their way through volatile situations. They're experts at knowing what makes other people tick. They're also sleeping together - a secret that they agreed to keep to themselves, until Matt revealed it to the entire world during a tense hostage standoff. The public revelation causes friction between Matt, who doesn't take much seriously and relies on gut instinct, and Emily, an academic who analyzes every move. Their relationship also gets them into ma"
Stand Up to Cancer,News and Information~Live Events and Specials,1,1,"Stand Up To Cancer is a live streaming event that will raise funds to accelerate innovative cancer research. Watch on demand on Hulu as actors, musicians, athletes and journalists come together for this special event."
Star,Drama,1,10,Three talented singers navigate the music industry on their road to success.
Stargate Atlantis,Action and Adventure,5,100,"A military unit uses an alien Stargate to travel to a far-off galaxy.
"
Stargate SG-1,Science Fiction,10,214,"Step through the stargate with SG-1, a team of soldiers and scientists, as they travel instantaneously to other planets to explore, forge alliances, defuse crises, establish trade, investigate ancient mysteries, and defend Earth from such hostile forces as the Goa'uld, the Replicators, and the Ori."
Stargate Universe,Science Fiction~Science Fiction - Space,2,40,"A band of soldiers, scientists and civilians are forced through a stargate when their hidden base comes under attack. The desperate survivors emerge aboard an ancient ship, The Destiny, which is locked on an unknown course and unable to return to Earth. Faced with meeting the most basic needs of food, water and air, the group must unlock the secrets of the ship's stargate to survive. The danger, adventure and hope they find on board Destiny will reveal the heroes and villains among them."
StarTalk with Neil deGrasse Tyson,News and Information~Science and Technology,1,19,"Science and pop culture collide when renowned astrophysicist Neil deGrasse Tyson hosts celebrities, scientists and comedians on National Geographic’s first ever late-night talk series."
Star Trek: Deep Space Nine,Action and Adventure,7,173,Star Trek: Deep Space Nine takes place in the mid 24th century and chronicles the adventures of a team of Starfleet officers who take command of a remote alien space station on the edge of a new frontier.
Star Trek: Enterprise,Science Fiction~Science Fiction - Space,4,97,"Set in the 22nd century, nearly 100 years before James T. Kirk, ENTERPRISE takes place during the early pioneering days of deep space exploration, when interstellar travel is in its infancy and the United Federation of Planets is still decades away. Captain Jonathan Archer is the prototype for Starfleet captains to come; he’s bold, intensley curious and eager to venture where no man has gone before. Unlike the seasoned, sometimes unflappable officers of the 24th century, the crew of ENTERPRISE exhibits a sense of wonder and excitement, as well as a little trepidation about the strange things they’ll encounter. With their star charts mostly empty, they’ll have to prove they’re ready f"
Star Trek: The Next Generation,Action and Adventure,7,176,"Star Trek: The Next Generation (TNG) focuses on the 24th century adventures of Captain Jean-Luc Picard aboard the U.S.S. Enterprise (NCC-1701-D). This incarnation of the famous starship is much larger than the one captained by James T. Kirk a century earlier, and, accordingly, it carries a larger crew complement: 1,012 men, women…and, surprisingly, children.  This era’s Starfleet Command believes that men and women are more likely to sign up for long-term exploratory missions if they think of their ship as home. Thus, Picard’s crew enjoys many of the comforts they’d have otherwise left behind, including a wide variety of recreational opportunities, “replicated” food dishes to sui"
Star Trek: The Original Series,Classics,3,79,"The 23rd century adventures of Captain James T. Kirk and the U.S.S. Enterprise (NCC-1701), a powerful interstellar spacecraft dispatched by Earth-based Starfleet Command to explore the galaxy.  Kirk commands a crew of 430 men and women aboard his starship, which can travel at speeds surpassing the speed of light.  Kirk's five-year mission—and his mandate from Starfleet—is to seek out new life and new civilizations, and to boldly go where no man has gone before."
Star Trek: Voyager,Science Fiction~Science Fiction - Space,7,168,"Catapulted into the distant sector of the galaxy, the Star Trek franchise's first female captain and her crew encounter strange new worlds and dangerous new enemies in their quest to return home."
Start-Up Junkies,News and Information~Business,1,8,Follow “serial entrepreneurs” who thrive on the excitement of working on new ventures.
Star vs. The Forces of Evil,Animation and Cartoons,1,13,"After a few bold skirmishes with other-worldly monsters, fun-loving magical teen princess Star Butterfly is sent by her Royal Parents to live with the Diaz family on Earth, bringing along her own unique interdimensional style to her new planet. With the Diaz's teenage son Marco by her side, this foreign exchange student from another dimension embarks on new adventures battling evil villains throughout the multiverse and in high school, all in an effort to protect her powerful magic wand which she is still figuring out how to use."
State Parole,Reality and Game Shows~Real Life Drama,1,24,Ride along with State Parole officers as they hunt down parole violators across the United States.
Steampunk'd,Reality and Game Shows~Competition,1,8,"Inspired by 19th century industrial steam-powered machinery, “Steampunk” is a retro-futuristic design movement seen in everything from fashion, to technology, to pop culture. In Steampunk'd, the contestants (also known as “Makers”) work in teams and compete in a series of pressure-filled challenges designed to test their unique abilities to transform ordinary objects and fashion into creative masterpieces. Each week, one of the 10 Makers will be eliminated and the last one standing will take home the $100,000 grand prize."
Steins;Gate,Anime~Anime - Science Fiction,1,24,"Rintaro Okabe is a self-proclaimed ""mad scientist"" plagued by paranoid delusions of a nefarious organization known as SERN. Fueled by their imaginations, Okabe and his friends form a secret laboratory and seek to unlock the mysteries of time travel! "
Stella and Sam,Family,1,13,"With wild red hair and an imagination to match, nine-year-old Stella is truly a 'star' in the eyes of her four-year-old brother Sam. He feels lucky to have a big sister like Stella, who does ninety-nine things a day and wouldn't dream of leaving Sam out."
Stella (UK),Comedy~British Comedy,5,51,Stella is a heartwarming comedic drama portraying family life in working class Wales. Stella Morris is a 40-something divorcee with three kids who have a penchant for trouble. New revalations cause Stella's world to be tipped upside down.
St. Elsewhere,Drama~Medical Drama,1,22,"An award-winning, critically acclaimed, ambitious and realistic medical drama about the always under-the-gun doctors and nurses of St. Eligius, an understaffed, underfunded, and always chaotic teaching hospital in a deteriorating section of Boston."
Stephen Fry in America,Documentaries,1,6,"Stephen Fry embarks on an odyssey through all 50 states, taking a comic's delight in the vast differences in regional cultures that he finds. From the Deep South to the mountains, he engages cheerily with all sorts of Americans along the way."
Steven Universe,Comedy,2,74,"Steven Universe is about the misadventures of a boy named Steven, the ultimate ""little brother"" to a team of magical guardians of humanity—the Crystal Gems. Steven may not be as powerful as the Crystal Gems. Or as savvy. But that doesn't stop him from joining Garnet, Amethyst and Pearl on their magical adventures and somehow finding a way to save the day!"
Stick with Mick,Animation and Cartoons,3,15,"Mick sets out to explore and collect stickers for his sticker album. When he visits the beach, a ranch, a friend's kitchen and more, Mick learns about the different locations and the objects that are associated with each place. Join Mick as he collects memorable photos and stickers in his album."
Stitchers,Drama,2,21,"""Stitchers"" follows Kirsten, a young woman recruited into a covert government agency to be 'stitched' into the minds of the recently deceased, using their memories to investigate murders and decipher mysteries that otherwise would have gone to the grave. Working alongside Kirsten is Cameron, a brilliant neuroscientist whose passion for the program is evident in his work. The secret program is headed by Maggie, a skilled veteran of covert operations, and includes Linus, a socially immature bioelectrical engineer and communications technician. Kirsten's roommate, Camille, a gifted computer science grad student, is also recruited to use her skills to assist Kirsten in her new role as a 'stitche"
Stone Quackers,Animation and Cartoons,1,12,"Stone Quackers will shock, it will disturb, it will provoke. 

Executive produced by acclaimed actor John C. Reilly and renowned artist/creator Ben Jones, the duck denizens of Cheeseburger Island endure hardships ranging from hurricanes, severed heads to dangerous hot dogs and the shame of being alive. The show is based on the upbringing of Whit Thomas and Clay Tatum (from the lauded live show PowerViolence) and their experience living in the remote and strange city of Gulf Shores, Alabama.

Actress/writer, Heather Lawless (The Heart, She Holler) also stars as John C. Reilly’s angelic yet deviant paramour. Guest stars include Pam Adlon (Louie, Californiacation), Rory Scovel (Ground Floor) "
Storage Wars,Reality and Game Shows,2,52,"A&E; presents the new original real-life series “Storage Wars,” which follows four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. Part gamblers, part detectives, these seasoned veterans have found everything from coffins to the world’s most valuable comic book collection, paying as little as ten dollars for items valued in the millions."
The Story of Film: An Odyssey,Documentaries,1,15,"The Story of Film: An Odyssey is an unprecedented cinematic event, an epic journey through the history of world cinema that is a treat for movie lovers around the globe. Guided by film historian Mark Cousins, this bold 15-part love letter to the movies begins with the invention of motion pictures at the end of the 19th century and concludes with the multi-billion dollar globalized digital industry of the 21st."
The Story of God With Morgan Freeman,Documentaries,2,9,Morgan Freeman seeks to understand how faith has shaped our lives.
The Strain,Drama,2,26,"The Strain is a high concept thriller that tells the story of “Dr. Ephraim Goodweather,” the head of the Center for Disease Control Canary Team in New York City.  He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism.  As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.
 
Co-Creators, Executive Producers and Writers Guillermo del Toro and Chuck Hogan co-wrote the pilot script for The Strain, which was directed by del Toro.  Emmy® Award winning Writer and Producer Carlton Cuse serves as Executive Producer/Showrunner and Writer. Gary Ungar als"
The Straits,Drama~Crime and Courtroom Drama,1,10,An exotic and darkly humorous crime series centered on a family smuggling operation in the Northern Straits of Australia.
Strait Talk with Matt & LZ,News and Information~Current News,1,7,"""Strait Talk with Matt & LZ"" is an original livestream series on politics and culture, hosted by ABC News Political Contributors Matthew Dowd and LZ Granderson."
The Strange Calls,Comedy,1,6,"“Strange Calls”, these moments of midnight madness reveal the bizarre truth of the town – a place where people turn into chickens, mermen go the school dance and a mysterious radio jingle can transform you into a lawn mowing zombie."
Street Outlaws,Reality and Game Shows~Competition,6,53,"Oklahoma City is home to one of the largest undercover street racing rings in America. From a 1969 Chevy Nova to a race-ready farm truck, the vehicles come in all shapes and sizes and have one thing in common – the need for speed. The drivers will risk everything and do anything to make the top 10 “list” of the fastest cars. If you’re not on the list, you don’t matter."
Studio A,Music~Concerts,1,12,"Artbound Presents Studio A is a performance music series that digs deep into the new sounds of the American musical vernacular. Filmed at the KCET studios in Burbank in front of a live audience, the uninterrupted 30-minute musical sets and episodes allow musicians to tell the story behind their songs and the influence that culture, history, and geography has had on their craft."
Sueño de Amor,Drama~Telenovelas,1,127,"Esperanza y Ricardo se enamoraron desde muy jóvenes pero el destino los separó. Después de muchos años Ricardo es un agente de la Interpol y Esperanza maestra en dos escuelas. Ellos no se imaginan que la vida se encargará de unirlos para que cumplan su “Sueño de Amor."""
Summertime,Kids,1,1,"Join BabyTV characters on their summer adventures filled with giggles, friendship, and sunshine."
Sungkyunkwan Scandal,International~Korean,1,20,"Starring Micky Yoochun from the popular Korean boy band JYJ, Park Min Young, Song Joong Ki, and Yoo Ah In, this historical romantic comedy is constantly referred to as the historical version of Boys Over Flowers. Kim Yoon Hee (Park Min Young) is a smart girl who disguises herself as a boy to find odd jobs such as creating cheat sheets for the lazy, upper-class scholars. The measly wage she receives for every notebook is used to help support her family and her brother's sickness. During the entrance exam for the esteemed Sungkyunkwan University, Yoon Hee has the opportunity to make a lot of money by taking over a scholar's place in the test. However, a small mistake leads to her confronting t"
The Super Hero Squad Show,Animation and Cartoons~Saturday Morning Cartoons,2,52,"When the greatest heroes on the planet unite to face the world’s greatest villains, you get the biggest, most family-friendly Super Hero team-up in TV history… Super Hero Squad."
Superjail!,Animation and Cartoons,4,37,Life on the outside ain’t what it used to be…and that’s why the Warden created Superjail! Report to processing and prepare for the psychedelic visual mayhem to blow your mind as the Warden and his staff try to rehabilitate the inmates of the most violent prison known to man.
Superships,Documentaries,1,13,"Explore the incredible, extreme engineering at the heart of the worlds largest ships, from double-hulled supertankers to the largest sailing boats, the greatest heavy lift vessels to a collossal floating oil-rig. "
The Supersizers Go...,Arts and Culture,2,12,"In The Supersizers Go..., British restaurant critic, Giles Coren, and comedienne, Sue Perkins, eat their way through history. From Roman times to the French Revolution to the Great War, Giles and Sue eat, live and play for a full week exclusively the way people did back then. Before and after each era of eating, they pay a visit to a doctor to see how there are affected by their new diets. What will your favorite era be?"
Superstore,Comedy~Sitcoms,1,16,"Revolving around a group of employees at a big-box store, it examines love, friendship and the beauty of everyday moments."
Survival School,Action and Adventure,1,10,"Dehydration. Exhaustion. Starvation. Welcome to The Air Force S.E.R.E program, one of the toughest training programs the U.S. military has to offer. Out of 500 potential applicants, only 47 Airmen actually get admitted to the program, and almost half of them won’t make the cut. These brave Airmen are about to embark on the toughest challenge they will ever face. They will learn some harsh lessons, push themselves to their limit and use their surroundings, all to help them be better Airmen and become masters of survival."
Survivor,Reality and Game Shows~Competition,21,319,Sixteen castaways sign up to be marooned on a tropical island in the ultimate battle for survival -- and a $1 million prize.
Survivorman,Documentaries,2,11,"No food, no water, no shelter. Survivorman Les Stroud must rely on his years of training, raw instincts and sheer will to survive alone for seven days in the world's harshest environments with little more than a multitool."
